Counts_SAQuant_Day_0_1_1	Counts_SAQuant_Day_0_2_1	Counts_SAQuant_Day_0_3_1	Counts_SAQuant_Day_7_1_1	Counts_SAQuant_Day_7_2_1	Counts_SAQuant_Day_7_3_1
AMMECR1	3567	3058	3159	2078	2082	2281
AMMECR1L	3010	2505	2490	2120	2146	2321
AMN	48	58	50	23	18	19
AMN1	897	776	722	407	384	420
AMOT	0	1	1	0	0	1
AMOTL1	2761	2379	2279	5750	5671	6266
AMOTL2	3697	3394	3264	5454	5668	5851
AMPD1	0	0	1	2	3	2
AMPD2	3602	3243	3101	3903	4021	4147
AMPD3	983	864	851	403	386	382
AMPH	0	0	0	0	0	0
AMT	355	295	219	458	514	510
AMTN	94	71	60	45	44	40
AMY1A	267	253	175	25	33	42
AMY1B	96	70	78	27	13	0
AMY1C	0	0	0	0	0	0
AMY2A	9	1	8	21	12	13
AMY2B	740	679	650	1324	1328	1475
AMZ1	35	39	29	30	38	46
AMZ2	4898	4269	4061	3241	3093	3392
AMZ2P1	627	493	496	597	606	680
ANAPC1	9697	8149	8171	6037	5868	6392
ANAPC10	1204	1002	932	671	664	695
ANAPC11	5427	4663	4355	3243	3385	3463
ANAPC13	3513	3048	2910	3226	3029	3353
ANAPC15	2085	1888	1772	1090	1195	1200
ANAPC16	2519	2174	2040	1555	1628	1719
ANAPC1P1	30	20	25	11	13	16
ANAPC2	4356	3885	3553	3723	3872	3913
ANAPC4	3642	3324	3189	3090	2917	3289
ANAPC5	7297	6400	6173	6479	6626	6932
ANAPC7	3881	3209	3379	2476	2424	2683
ANG	100	84	74	48	42	52
ANGEL1	2984	2581	2471	2029	1990	2221
ANGEL2	1315	1145	1060	1371	1392	1447
ANGPT1	207	195	177	280	259	267
ANGPT2	23	18	16	10	26	22
ANGPT4	42	46	44	22	21	22
ANGPTL1	10	12	5	16	16	14
ANGPTL2	111	111	112	490	490	497
ANGPTL3	2	2	1	0	0	0
ANGPTL4	41	61	41	35	45	46
ANGPTL5	1	7	2	1	0	2
ANGPTL6	5	11	11	13	17	12
ANGPTL7	0	0	0	2	0	0
ANGPTL8	6	7	1	6	3	0
ANHX	1	0	0	0	0	0
ANK1	56	59	67	92	92	75
ANK2	713	666	645	2536	2559	2747
ANK3	4232	3425	3463	1825	1831	1949
ANKAR	228	192	209	228	243	251
ANKDD1A	170	147	143	304	304	299
ANKDD1B	44	47	61	25	32	43
ANKEF1	1801	1522	1526	596	585	666
ANKFN1	284	257	224	226	245	243
ANKFY1	3352	2916	2934	3742	3721	3955
ANKH	817	666	713	754	761	843
ANKHD1	4243	3694	3489	2226	2176	2342
ANKIB1	5006	4134	4016	3381	3456	3553
ANKK1	8	9	12	14	11	20
ANKLE1	296	235	228	275	324	306
ANKLE2	6187	5317	5174	4486	4707	4969
ANKMY1	841	769	709	595	658	731
ANKMY2	1085	870	884	1207	1174	1327
ANKRA2	1234	1029	962	727	713	746
ANKRD1	23	20	17	43	41	52
ANKRD10	8145	7203	6810	6829	6903	7317
ANKRD11	15802	14025	13408	10810	11320	11938
ANKRD12	6432	5394	5375	5430	5306	5746
ANKRD13A	2747	2418	2147	1898	1970	2083
ANKRD13B	1481	1354	1255	936	1056	1077
ANKRD13C	3807	3330	3294	2675	2855	2700
ANKRD13D	1975	1727	1574	1097	1124	1203
ANKRD16	310	274	267	237	245	224
ANKRD17	15356	13069	12864	13388	13719	14420
ANKRD18A	864	732	728	643	642	740
ANKRD18B	46	32	36	32	37	51
ANKRD18CP	128	108	113	135	128	141
ANKRD18DP	21	15	19	36	29	25
ANKRD19P	66	66	42	66	54	76
ANKRD2	9	21	11	1	1	2
ANKRD20A1	16	20	6	25	10	19
ANKRD20A11P	51	32	34	42	33	43
ANKRD20A12P	308	259	278	350	356	377
ANKRD20A19P	5194	4527	4163	8616	9148	9405
ANKRD20A2	0	0	0	0	0	0
ANKRD20A3	267	195	201	232	229	250
ANKRD20A4	35	39	30	43	61	33
ANKRD20A5P	43	45	34	57	62	71
ANKRD20A8P	25	23	13	15	22	21
ANKRD20A9P	2770	2229	2220	2487	2733	2654
ANKRD22	870	745	728	62	60	62
ANKRD23	521	430	392	420	419	499
ANKRD24	41	38	31	50	55	55
ANKRD26	609	523	515	635	682	784
ANKRD26P1	6	4	5	18	21	22
ANKRD26P3	19	20	23	19	28	33
ANKRD27	4410	3825	3710	2640	2579	2791
ANKRD28	9919	8625	8385	5271	5611	5805
ANKRD29	50	48	55	438	441	465
ANKRD30A	149	135	112	130	156	150
ANKRD30B	136	96	94	36	26	35
ANKRD30BL	106	77	109	99	95	112
ANKRD30BP2	2213	1713	1685	584	574	629
ANKRD30BP3	32	24	21	27	31	25
ANKRD31	137	116	120	102	97	114
ANKRD33	0	0	0	0	1	0
ANKRD33B	1332	1155	1106	1658	1815	1922
ANKRD34A	213	151	149	138	154	169
ANKRD34B	0	0	0	0	0	0
ANKRD34C	9	8	14	6	7	5
ANKRD35	10	3	1	0	2	0
ANKRD36	2098	1898	1830	1747	1664	1776
ANKRD36B	1583	1340	1216	1154	1204	1211
ANKRD36BP1	1236	1106	1022	712	817	779
ANKRD36BP2	18	9	12	17	12	12
ANKRD36C	3178	2564	2481	1330	1341	1567
ANKRD37	83	73	66	56	75	72
ANKRD39	661	590	505	349	394	395
ANKRD40	3159	2723	2675	2392	2386	2487
ANKRD42	700	635	590	677	665	688
ANKRD44	265	244	231	260	328	279
ANKRD45	71	56	65	128	97	136
ANKRD46	1286	1122	1059	838	964	943
ANKRD49	1217	1049	959	924	936	963
ANKRD50	5259	4601	4516	3738	3472	3746
ANKRD52	9449	7960	7562	6746	6908	7233
ANKRD53	7	6	8	13	10	8
ANKRD54	1248	1147	1089	1273	1363	1397
ANKRD55	0	1	3	21	6	13
ANKRD6	362	288	261	310	348	355
ANKRD60	48	45	45	50	59	31
ANKRD61	159	134	153	128	124	136
ANKRD62	107	76	73	67	51	56
ANKRD63	4	9	1	91	79	111
ANKRD65	36	38	32	36	44	56
ANKRD66	0	0	0	0	0	0
ANKRD7	0	0	0	0	0	0
ANKRD9	522	461	428	320	345	345
ANKS1A	4059	3351	3085	2041	2179	2293
ANKS1B	26	29	26	29	30	33
ANKS3	742	671	572	587	605	639
ANKS4B	71	57	57	73	67	63
ANKS6	5843	5074	4816	4165	4237	4586
ANKUB1	25	14	20	26	21	20
ANKZF1	2332	2008	1791	1276	1347	1304
ANLN	28140	24439	24082	9688	9703	10310
ANO1	628	533	480	52	55	56
ANO10	1069	935	875	678	666	747
ANO2	0	0	1	0	1	0
ANO3	6	3	6	5	8	3
ANO4	28	16	17	5	9	11
ANO5	5	2	3	8	11	8
ANO6	5716	4853	4662	5075	5194	5461
ANO7	288	267	257	202	214	235
ANO8	910	833	724	1120	1227	1101
ANO9	1078	1049	884	281	292	238
ANOS1	519	472	445	597	696	657
ANP32A	14184	12265	11754	8686	8835	9254
ANP32AP1	0	1	0	1	0	0
ANP32B	25296	22924	21327	14851	16000	16678
ANP32C	0	0	0	0	0	0
ANP32D	0	0	0	0	1	0
ANP32E	13995	13160	11892	8380	9651	8855
ANPEP	5	7	6	2	6	6
ANTXR1	3	7	5	7	10	5
ANTXR2	5811	5014	4863	3773	3704	3967
ANTXRL	0	0	0	0	0	0
ANTXRLP1	39	33	36	44	55	50
ANXA1	90696	79230	73308	62834	65202	67959
ANXA10	14	18	7	18	10	18
ANXA11	6889	6118	5589	5480	5554	5836
ANXA13	0	1	1	1	3	4
ANXA2	120530	106542	98115	70351	71474	75862
ANXA2P1	6	3	3	6	4	4
ANXA2P2	43	34	43	29	25	20
ANXA2P3	2	1	2	0	0	1
ANXA2R	78	59	68	177	196	194
ANXA3	9065	8086	7645	1586	1741	1737
ANXA4	1927	1745	1568	1388	1516	1467
ANXA5	14819	13222	12945	16034	16509	16980
ANXA6	100	117	93	1688	1666	1829
ANXA7	6376	5367	5182	2738	2812	2801
ANXA8	14	15	14	1	1	4
ANXA8L1	0	0	0	0	0	0
ANXA9	501	429	371	295	352	409
AOAH	155	141	148	33	36	42
AOC1	19	23	21	18	23	20
AOC2	200	204	170	94	102	119
AOC3	75	85	76	44	32	44
AOC4P	10	7	8	4	4	5
AOX1	90	89	90	75	56	82
AP1AR	3002	2726	2583	1908	1962	1987
AP1B1	7587	6821	6296	3801	3873	4096
AP1B1P1	5	1	3	3	2	2
AP1G1	13465	11459	11404	9153	9070	10104
AP1G2	9447	8390	7548	4014	4327	4394
AP1M1	1740	1490	1416	1932	1978	2076
AP1M2	4796	3998	3755	361	412	450
AP1S1	4115	3646	3301	3278	3461	3589
AP1S2	1066	920	907	2121	2212	2419
AP1S3	2366	2244	2002	659	754	754
AP2A1	6578	5840	5456	6001	6325	6540
AP2A2	1894	1616	1482	1683	1787	1823
AP2B1	41261	35129	35252	21343	21156	22847
AP2M1	15599	13376	12575	12768	13323	14022
AP2S1	5800	5233	4768	4201	4178	4445
AP3B1	6204	5267	5173	4043	4121	4179
AP3B2	2	2	2	1	3	3
AP3D1	7998	6867	6537	6232	6488	6819
AP3M1	3510	3074	2941	3350	3220	3559
AP3M2	2821	2365	2369	1799	1889	1882
AP3S1	6516	5678	5368	3294	3272	3631
AP3S2	3360	2692	2780	2115	1895	2215
AP4B1	672	612	540	582	577	616
AP4E1	1389	1194	1240	909	876	984
AP4M1	518	475	424	484	588	567
AP4S1	1613	1400	1379	1850	1796	2027
AP5B1	2135	1922	1821	1260	1256	1308
AP5M1	3549	3216	3154	2451	2542	2649
AP5S1	588	544	452	747	770	831
AP5Z1	1771	1594	1430	1876	2039	2076
APAF1	1340	1159	1209	1058	1017	1152
APBA1	1301	1186	1102	1388	1560	1618
APBA2	2	0	1	1	3	1
APBA3	558	470	415	456	431	505
APBB1	172	166	141	486	490	494
APBB1IP	0	0	0	0	0	0
APBB2	3260	2668	2660	2809	2770	2916
APBB3	269	248	252	410	442	436
APC	2990	2813	2673	2267	2398	2464
APC2	174	138	165	324	334	345
APCDD1	17	19	24	98	103	120
APCDD1L	20	35	27	110	90	112
APCS	0	0	0	0	0	0
APEH	9597	8471	8155	5041	5316	5544
APELA	42	36	31	48	47	49
APEX1	16613	14999	13896	13607	13830	14693
APEX2	2134	1858	1747	1497	1497	1606
APH1A	14973	13047	12261	11094	11696	12236
APH1B	45	58	48	316	317	349
API5	6246	5350	5200	4297	4384	4547
APIP	916	810	773	550	573	591
APITD1	954	946	919	531	527	617
APLF	189	168	184	147	168	154
APLN	31	20	26	125	134	124
APLNR	0	0	0	1	0	0
APLP1	143	119	131	309	367	353
APLP2	57515	51038	47426	78495	83189	86702
APMAP	17250	14963	13853	14348	14386	15442
APOA1	1	2	1	17	31	29
APOA2	0	3	0	1	0	0
APOA4	0	0	1	3	0	2
APOA5	0	0	0	1	2	5
APOB	1	0	0	0	0	0
APOBEC1	2	3	0	0	0	0
APOBEC2	27	28	19	16	6	5
APOBEC3A	5	13	10	6	8	12
APOBEC3A_B	0	0	0	0	0	0
APOBEC3B	3720	3175	2984	1384	1367	1425
APOBEC3C	985	953	771	662	665	654
APOBEC3D	71	71	63	63	65	63
APOBEC3F	741	588	625	600	529	564
APOBEC3G	1	0	1	6	1	2
APOBEC3H	6	5	5	4	3	3
APOBEC4	1	3	2	3	3	1
APOBR	19	16	17	17	19	24
APOC1	203	194	183	126	135	131
APOC1P1	17	15	10	14	8	14
APOC2	0	1	0	2	0	0
APOC3	0	0	1	0	4	1
APOC4	10	15	16	12	12	12
APOD	5	12	4	8	8	12
APOE	1032	922	846	634	732	727
APOF	20	22	12	14	23	26
APOH	2	3	4	7	7	7
APOL1	1886	1674	1580	2053	2057	2300
APOL2	1719	1421	1290	2014	2112	2195
APOL3	181	151	166	505	479	570
APOL4	712	626	588	720	673	800
APOL5	2	1	1	1	0	0
APOL6	8353	6999	6679	4312	4537	4757
APOLD1	410	375	385	281	282	291
APOM	32	30	32	26	20	30
APOO	979	861	823	483	503	577
APOOL	3573	3216	3006	2168	2330	2419
APOOP5	0	0	0	0	0	0
APOPT1	1751	1618	1540	1130	1248	1294
APP	46122	41085	38255	58723	61732	63822
APPBP2	4320	3498	3416	5143	4983	5285
APPL1	5090	4306	4102	3405	3616	3564
APPL2	1426	1204	1181	1455	1386	1498
APRT	8337	7197	6844	4400	4417	4625
APTR	632	622	546	416	375	411
APTX	1649	1359	1369	1005	1068	1107
AQP1	147	129	122	364	378	381
AQP10	0	0	0	0	0	0
AQP11	118	118	108	145	156	153
AQP12A	0	0	2	0	0	0
AQP12B	0	0	0	0	0	0
AQP2	26	16	17	16	11	4
AQP3	589	548	480	169	141	178
AQP4	49	42	47	99	102	75
AQP5	21	19	13	26	33	36
AQP6	9	11	21	20	18	16
AQP7	8	15	17	15	14	11
AQP7P1	31	29	21	31	27	38
AQP7P3	8	9	9	8	13	17
AQP8	1	1	0	0	1	1
AQP9	5	2	1	2	3	3
AQR	5088	4418	4418	3778	3717	4154
AR	1	4	1	2	3	3
ARAF	3668	3167	3045	3109	3185	3332
ARAP1	7561	6578	6130	7524	8177	8244
ARAP2	2763	2307	2259	451	437	504
ARAP3	931	826	787	567	604	596
ARC	183	180	153	34	42	41
ARCN1	20082	17457	16925	14178	14506	15308
AREG	9349	8362	7785	746	761	755
AREL1	5698	4936	4721	3834	4074	4296
ARF1	21031	18220	17407	12819	13015	13792
ARF3	16488	14409	13441	11828	11965	12716
ARF4	9338	8345	7804	8741	8885	8844
ARF5	5621	4921	4432	3187	3395	3342
ARF6	14179	12282	12219	9616	9845	9960
ARFGAP1	5405	4855	4378	6393	7065	7081
ARFGAP2	4127	3594	3338	2940	2969	3190
ARFGAP3	5240	4461	4343	3047	2932	3180
ARFGEF1	12956	11095	10955	6184	6212	6726
ARFGEF2	6690	5687	5482	5133	5147	5426
ARFGEF3	2155	1834	1853	364	360	402
ARFIP1	5296	4687	4332	3078	3065	3140
ARFIP2	3104	2768	2569	1788	1832	1902
ARFRP1	2652	2371	2162	1579	1550	1570
ARG1	3	3	2	0	5	4
ARG2	497	414	358	542	446	542
ARGFX	355	302	292	317	355	396
ARGFXP2	37	51	49	47	46	43
ARGLU1	7113	6176	5726	6770	7503	7534
ARHGAP1	2781	2332	2210	2128	2098	2339
ARHGAP10	1277	1073	1041	853	830	881
ARHGAP11A	11689	10013	9645	5824	5721	6011
ARHGAP11B	432	340	361	322	278	314
ARHGAP12	4115	3556	3398	2527	2571	2631
ARHGAP15	2	0	2	11	31	20
ARHGAP17	1651	1391	1414	1801	1772	1980
ARHGAP18	959	816	819	1522	1445	1585
ARHGAP19	2446	2203	2001	1223	1127	1228
ARHGAP20	152	133	128	1711	1785	1883
ARHGAP21	3840	3374	3300	2284	2292	2511
ARHGAP22	1	1	1	0	0	0
ARHGAP23	2107	1934	1760	3275	3294	3533
ARHGAP24	524	479	392	1215	1275	1281
ARHGAP25	176	169	138	112	138	131
ARHGAP26	2585	2196	2157	1435	1416	1439
ARHGAP27	3572	3307	2887	753	794	901
ARHGAP28	1	0	0	0	1	0
ARHGAP29	21110	18303	17835	8764	8580	9305
ARHGAP30	264	218	206	221	201	206
ARHGAP31	493	445	441	2657	2763	2965
ARHGAP32	4821	4056	3798	1816	1851	1937
ARHGAP33	1090	1040	797	992	1071	1015
ARHGAP35	10487	9154	8764	8111	8572	8818
ARHGAP36	0	0	0	0	0	0
ARHGAP39	2092	1856	1735	1607	1748	1790
ARHGAP4	39	42	32	62	64	65
ARHGAP40	0	0	0	1	2	0
ARHGAP42	828	737	747	1399	1413	1565
ARHGAP44	3	2	3	3	3	6
ARHGAP45	2890	2569	2366	1557	1595	1623
ARHGAP5	12900	11190	10687	11142	11307	11941
ARHGAP6	0	0	0	1	0	0
ARHGAP8	1851	1563	1423	242	252	280
ARHGAP9	4	5	3	9	11	7
ARHGDIA	22471	20426	18920	17530	18408	18520
ARHGDIB	5274	4522	4256	1327	1418	1438
ARHGDIG	1	0	0	4	2	4
ARHGEF1	5447	4818	4481	4748	5056	4924
ARHGEF10	1863	1536	1557	1977	1933	2057
ARHGEF10L	1599	1383	1264	1172	1174	1259
ARHGEF11	1035	870	817	1153	1189	1268
ARHGEF12	12648	10844	10385	13542	13786	14657
ARHGEF15	0	0	0	0	0	0
ARHGEF16	2181	1987	1800	439	445	435
ARHGEF17	2490	2225	2100	6429	6932	6851
ARHGEF18	3747	3057	3072	2689	2637	2789
ARHGEF19	3310	2903	2639	923	937	930
ARHGEF2	8001	7057	6802	5842	6127	6274
ARHGEF25	91	98	74	159	183	174
ARHGEF26	1221	992	1045	1158	1121	1155
ARHGEF28	656	564	589	255	260	270
ARHGEF3	2921	2363	2381	610	658	704
ARHGEF33	50	65	44	84	87	101
ARHGEF34P	1675	1494	1419	504	535	485
ARHGEF35	1678	1505	1346	350	446	407
ARHGEF37	76	82	63	79	88	92
ARHGEF38	628	538	481	39	37	24
ARHGEF39	1758	1460	1363	685	708	696
ARHGEF4	1280	1188	996	467	461	489
ARHGEF40	55	52	44	493	556	506
ARHGEF5	3917	3243	3053	958	1046	1050
ARHGEF6	117	70	73	218	234	242
ARHGEF7	3707	3339	3106	2753	2695	2821
ARHGEF9	1524	1407	1355	1718	1772	1788
ARID1A	10349	9007	8537	8576	9183	9543
ARID1B	3004	2700	2653	3975	4221	4350
ARID2	3462	2983	2819	2776	2760	3009
ARID3A	224	199	196	109	118	118
ARID3B	973	875	872	242	240	288
ARID3C	15	14	15	15	15	14
ARID4A	2772	2438	2418	2397	2268	2503
ARID4B	3749	3196	3007	3021	3029	3284
ARID5A	464	391	352	244	250	289
ARID5B	2190	1856	1846	2548	2578	2756
ARIH1	4605	3895	3719	3400	3464	3718
ARIH2	5091	4266	4280	4101	4193	4373
ARIH2OS	130	119	102	100	122	113
ARL1	2843	2523	2318	2296	2358	2438
ARL10	84	88	65	112	117	130
ARL11	67	46	35	52	58	57
ARL13A	15	19	18	8	7	8
ARL13B	991	883	844	739	818	739
ARL14	377	372	296	58	66	56
ARL14EP	846	699	721	739	802	813
ARL14EPL	892	744	732	119	145	106
ARL15	373	313	281	280	319	345
ARL16	1955	1650	1568	1837	1885	2060
ARL17A	4175	3537	3599	3455	3555	3835
ARL17B	166	151	148	56	55	53
ARL2	2795	2440	2280	2436	2432	2472
ARL2BP	3036	2689	2538	3694	3582	3862
ARL3	1244	1006	974	945	961	949
ARL4A	1740	1413	1372	1957	1905	2027
ARL4C	7159	6296	6046	2607	2652	2828
ARL4D	1322	1114	1024	800	811	821
ARL5A	2328	2011	1855	1972	2232	2119
ARL5B	1999	1738	1680	998	1192	1104
ARL5C	17	9	13	16	15	20
ARL6	468	403	347	280	322	317
ARL6IP1	42879	38504	36370	18707	18705	20317
ARL6IP4	5549	5106	4509	3976	4307	4242
ARL6IP5	7196	6501	5655	6813	7579	7207
ARL6IP6	1897	1740	1675	1459	1630	1579
ARL8A	1272	1082	1030	966	1043	976
ARL8B	3929	3466	3294	3492	3426	3712
ARL9	12	9	8	10	10	1
ARMC1	4162	3711	3580	2636	2539	2774
ARMC10	2578	2168	2122	1579	1519	1701
ARMC12	1	4	2	6	8	3
ARMC2	88	84	78	90	105	106
ARMC3	195	168	136	64	61	75
ARMC4	62	56	63	114	119	117
ARMC5	605	573	498	647	720	704
ARMC6	2019	1868	1825	1538	1553	1572
ARMC7	709	649	646	475	488	538
ARMC8	2375	2122	2075	1845	1678	1960
ARMC9	1378	1240	1208	1645	1634	1737
ARMCX1	3	0	0	14	6	9
ARMCX2	201	185	164	242	215	245
ARMCX3	2343	2087	1958	2885	2861	3007
ARMCX4	10	4	6	14	9	9
ARMCX5	1251	1082	1034	862	921	1014
ARMCX6	1242	1121	971	1379	1525	1603
ARMS2	0	0	0	0	0	0
ARMT1	1862	1578	1545	1065	1000	1083
ARNT	4498	4099	3760	4865	5125	5357
ARNT2	248	230	223	442	483	436
ARNTL	927	843	783	1459	1428	1654
ARNTL2	41	43	35	32	41	46
ARPC1A	6574	5663	5255	3883	4039	4179
ARPC1B	7551	6610	6225	2210	2317	2331
ARPC2	14591	12394	11889	7877	7913	8597
ARPC3	12119	10293	9704	7244	7405	7761
ARPC4	6041	5206	5065	4668	4964	5164
ARPC5	11394	9689	9246	7900	7678	8303
ARPC5L	5915	5093	4817	2848	2851	3051
ARPIN	2247	1966	1939	1691	1650	1708
ARPP19	20121	17998	16895	13326	13591	14042
ARPP21	0	0	0	0	1	1
ARR3	34	30	53	61	48	57
ARRB1	7754	6681	6472	9943	10190	10725
ARRB2	1153	1086	1017	1204	1200	1278
ARRDC1	3533	3268	2838	1031	1051	1012
ARRDC2	1029	929	791	950	1051	1055
ARRDC3	5899	5013	4798	4131	4216	4363
ARRDC4	1305	1123	982	853	883	955
ARRDC5	3	3	2	2	2	1
ARSA	1216	1060	969	1058	1065	1001
ARSB	598	500	529	1224	1254	1355
ARSD	3463	3005	2878	3336	3412	3419
ARSE	9	5	1	3	4	5
ARSF	7	9	4	3	9	14
ARSG	462	421	398	777	814	862
ARSH	4	5	10	0	1	1
ARSI	32	33	19	15	12	18
ARSJ	4770	4130	3841	2405	2446	2692
ARSK	446	416	387	501	476	490
ART1	0	0	2	0	0	0
ART3	0	0	0	0	0	3
ART4	0	1	0	1	0	1
ART5	3	2	5	7	6	9
ARTN	359	334	289	128	135	132
ARV1	354	348	335	556	520	535
ARVCF	1185	1033	980	578	613	664
ARX	46	50	36	48	65	59
AS3MT	48	36	74	21	12	11
ASAH1	6306	5560	5195	3272	3456	3485
ASAH2	12	23	22	29	27	27
ASAH2B	848	737	688	509	553	579
ASAP1	6132	5462	5165	5795	6081	6608
ASAP2	1892	1638	1594	1315	1335	1465
ASAP3	1306	1032	926	2101	2237	2276
ASB1	3379	2742	2673	2545	2676	2871
ASB10	0	0	0	0	0	0
ASB11	15	21	19	24	19	27
ASB12	26	21	16	22	25	22
ASB13	1496	1245	1230	857	771	896
ASB14	32	26	28	39	43	52
ASB15	0	0	0	0	0	0
ASB16	146	124	126	140	172	172
ASB17	2	0	0	1	0	0
ASB18	1	1	1	1	0	3
ASB2	47	41	28	5	7	3
ASB3	1019	940	865	916	907	858
ASB4	225	195	193	116	131	139
ASB5	3	0	2	3	0	4
ASB6	3445	3079	2981	3020	2996	3220
ASB7	1436	1248	1256	1045	1039	1046
ASB8	1349	1153	1085	1310	1370	1412
ASB9	771	706	606	817	863	938
ASB9P1	5	5	6	10	11	14
ASCC1	1377	1213	1146	1139	1165	1229
ASCC2	2946	2635	2441	2279	2242	2520
ASCC3	4716	3965	3958	2882	2758	3014
ASCL1	1	0	1	3	5	6
ASCL2	1	1	1	1	0	0
ASCL3	1	0	0	0	0	1
ASCL4	0	0	0	0	0	0
ASCL5	128	97	87	38	40	38
ASF1A	1632	1342	1367	928	864	957
ASF1B	2737	2411	2424	1362	1427	1436
ASGR1	28	22	29	36	22	23
ASGR2	0	2	0	0	0	0
ASH1L	14218	11796	11790	12440	12728	13595
ASH2L	6038	5083	4912	4228	4145	4434
ASIC1	613	578	515	1054	1091	1050
ASIC2	0	0	0	0	0	0
ASIC3	81	82	68	52	59	56
ASIC4	3	3	4	5	1	5
ASIC5	0	0	1	2	3	4
ASIP	5	8	9	7	7	4
ASL	2255	1862	1833	1018	1059	1072
ASMT	18	15	17	12	7	14
ASMTL	2307	1953	1926	2726	2791	2839
ASNA1	2951	2599	2395	1827	2025	1999
ASNS	10177	8328	7991	4407	4234	4588
ASNSD1	3141	2658	2658	2931	2802	3020
ASPA	0	0	0	0	0	0
ASPDH	92	74	81	106	107	95
ASPG	1	1	2	3	3	1
ASPH	46500	41342	38800	20952	22202	22457
ASPHD1	101	82	93	85	101	95
ASPHD2	88	81	73	65	60	67
ASPM	13191	10891	10933	6887	6497	7311
ASPN	15	16	14	6	9	12
ASPRV1	18	27	19	34	31	35
ASPSCR1	1666	1464	1355	1669	1797	1739
ASRGL1	5	5	6	7	15	9
ASS1	3587	3183	2788	1642	1690	1700
ASTE1	631	489	501	515	477	539
ASTL	0	3	0	1	0	3
ASTN1	3	1	1	2	4	1
ASTN2	2413	2036	2039	2278	2325	2545
ASUN	2760	2396	2333	1934	1940	2111
ASXL1	8178	6908	6817	6337	6555	6930
ASXL2	5364	4578	4352	3882	3923	4224
ASXL3	5	5	3	4	6	4
ASZ1	1	0	0	0	0	0
ATAD1	3829	3381	3189	2626	2533	2695
ATAD2	22617	19835	19353	12011	12132	12809
ATAD2B	2111	1865	1792	1471	1385	1542
ATAD3A	4910	4287	4032	2972	2889	3110
ATAD3B	2189	2025	1869	1734	1787	1915
ATAD3C	229	175	181	110	125	101
ATAD5	2964	2514	2485	1831	1705	1948
ATAT1	993	913	817	1286	1304	1394
ATCAY	132	120	118	119	129	129
ATE1	2013	1822	1620	1439	1424	1469
ATF1	1660	1474	1408	1420	1591	1531
ATF2	3076	2597	2382	3031	3126	3104
ATF3	1276	1154	1027	459	493	521
ATF4	25551	22604	20872	14970	15466	15878
ATF5	977	892	775	953	952	990
ATF6	5066	4370	4222	4750	4605	4932
ATF6B	3928	3558	3239	4393	4643	4689
ATF7	2515	1958	2052	2560	2580	2812
ATF7IP	3299	2796	2827	4039	4144	4436
ATF7IP2	291	247	256	192	164	215
ATG10	502	480	470	393	432	421
ATG101	1863	1667	1542	1038	1078	1105
ATG12	3957	3376	3236	2472	2476	2682
ATG13	1586	1344	1403	1904	1983	2053
ATG14	2399	2134	2032	3117	3122	3315
ATG16L1	4559	4040	3828	2086	2007	2130
ATG16L2	891	854	712	1468	1553	1479
ATG2A	2783	2487	2214	2230	2395	2572
ATG2B	3095	2733	2632	2669	2615	2935
ATG3	2589	2292	2170	1796	1759	1838
ATG4A	472	442	456	319	367	396
ATG4B	3662	3356	3049	3459	3648	3506
ATG4C	614	555	472	501	444	471
ATG4D	989	873	908	580	649	615
ATG5	2045	1738	1690	1658	1669	1898
ATG7	1743	1510	1466	1265	1158	1231
ATG9A	3178	2697	2567	3069	2984	3192
ATG9B	798	647	652	94	120	117
ATIC	8028	6756	6836	4225	4353	4562
ATL1	261	244	222	75	86	74
ATL2	8091	7038	6815	4467	4299	4694
ATL3	7728	6761	6441	4725	4918	5051
ATM	6514	5489	5550	8430	8546	9168
ATMIN	8249	7333	6968	6567	6540	6905
ATN1	4340	4080	3534	4880	5115	5323
ATOH1	7	3	3	15	10	13
ATOH7	31	14	19	6	8	11
ATOH8	100	89	85	1109	1163	1167
ATOX1	1342	1166	1037	1203	1189	1287
ATP10A	943	835	740	125	122	124
ATP10B	4	2	2	18	15	21
ATP10D	1593	1366	1245	2319	2295	2462
ATP11A	6547	5964	5519	5474	5742	6126
ATP11AUN	0	0	0	0	0	0
ATP11B	5557	4653	4425	4092	4129	4447
ATP11C	4408	3603	3706	3406	3342	3630
ATP12A	0	0	0	0	0	0
ATP13A1	2181	1885	1833	2254	2339	2470
ATP13A2	2979	2689	2561	1142	1157	1203
ATP13A3	12560	11029	10635	7664	7347	8002
ATP13A4	110	99	95	141	162	151
ATP13A5	37	34	31	4	14	13
ATP1A1	27366	23839	23200	13402	13810	14330
ATP1A2	28	25	31	25	34	47
ATP1A3	28	25	23	28	60	56
ATP1A4	1	5	1	3	1	1
ATP1B1	17027	14412	14135	8508	8789	9173
ATP1B2	15	26	16	31	29	38
ATP1B3	3765	3385	3327	3767	3506	4019
ATP1B4	39	34	29	37	35	33
ATP23	556	512	479	271	270	293
ATP2A1	254	207	203	373	382	370
ATP2A2	29373	25726	24724	23956	24436	25818
ATP2A3	830	720	655	310	306	308
ATP2B1	7924	6801	6531	8652	8803	9249
ATP2B2	2	0	0	1	1	2
ATP2B3	1	0	0	0	0	0
ATP2B4	9082	8032	7645	7652	7922	8241
ATP2C1	6390	5403	5457	4532	4716	4974
ATP2C2	1854	1627	1613	116	121	100
ATP4A	19	17	16	15	14	10
